rowNumber,safetyClass,recommendedEnrichmentAction,decisionNeeded,enrichmentTypes,roiGroup,provider,category,title,formats,bestMatchScore,targetEvidence,targetIds,detectedFamilies,siteFamiliesPresent,sourcePlacement,dPath,cleanedRecommendation,geographyRecommendation,refinedStatus
802,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; scale/generalisation/edition metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Cork City Civic Amenity Centre,KML|SHP,0.38,database-map:dcc-wifi4eu-access-points (Wifi4eu Access Points (DCC); 0.38) | database-map:dcc-universities-and-colleges (Universities And Colleges (DCC); 0.38) | database-map:dcc-traffic-signals-and-scats-sites-locations (Traffic Signals And Scats Sites Locations (DCC); 0.38),database-map:dcc-wifi4eu-access-points; database-map:dcc-universities-and-colleges; database-map:dcc-traffic-signals-and-scats-sites-locations,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../cork-city-civic-amenity-centre,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
803,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Cork City Fire Stations,CSV|SHP,0.50,database-map:dcc-fire-stations (Fire Stations (DCC); 0.50) | database-map:dcc-dublin-fire-brigade-stations-dublin-region (Dublin Fire Brigade Stations Dublin Region (DCC); 0.50) | browse-source:map-source:dcc-fire-stations (Fire Stations (DCC) source files; 0.50),database-map:dcc-fire-stations; database-map:dcc-dublin-fire-brigade-stations-dublin-region; browse-source:map-source:dcc-fire-stations,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../cork-fire-station,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
804,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Cork City Garda Stations,CSV|GEOPACKAGE|SHP,0.38,database-map:dcc-garda-station (Garda Station (DCC); 0.38) | database-map:dcc-fire-stations (Fire Stations (DCC); 0.38) | database-map:dcc-dublin-fire-brigade-stations-dublin-region (Dublin Fire Brigade Stations Dublin Region (DCC); 0.38),database-map:dcc-garda-station; database-map:dcc-fire-stations; database-map:dcc-dublin-fire-brigade-stations-dublin-region,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../cork-city-garda-stations,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
805,weak feature-family match,do not auto-enrich from feature-only fuzzy evidence,Needs stronger target evidence.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; scale/generalisation/edition metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Cork City Walks,GEOPACKAGE|SHP,0.43,browse-feature:dail-2023 (2023; 0.43) | browse-feature:dail-2013 (2013; 0.43) | browse-feature:dail-2009 (2009; 0.43),browse-feature:dail-2023; browse-feature:dail-2013; browse-feature:dail-2009,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../cork-city-walks,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
806,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; date/version metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; scale/generalisation/edition metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Cork City Zoning - Development Plan 2022-2028,GDB|GEOPACKAGE,0.50,database-map:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC); 0.50) | browse-source:map-source:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC) source files; 0.50) | browse-map:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC); 0.50),database-map:dcc-development-plan-dcc-2022-2028; browse-source:map-source:dcc-development-plan-dcc-2022-2028; browse-map:dcc-development-plan-dcc-2022-2028,habitat-protected-sites;planning-property,habitat-protected-sites;planning-property,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../cork-city-council-zoning-2022-development,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
807,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; large raster/imagery preview or download metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Cycle Counts DCC,CSV|GEOJSON|PNG|XLS|XLSX,0.50,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region (Pedestrian And Cycle Counter Api For Dublin Region (DCC); 0.50) | database-map:dcc-dublin-public-cycle-parking-facilities (Dublin Public Cycle Parking Facilities (DCC); 0.50) | database-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025 (Dublin Metropolitan Area Existing Protected Cycle Infrastructure 2025 (DCC); 0.50),database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-dublin-public-cycle-parking-facilities; database-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../dublin-city-centre-cycle-counts,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
808,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Cycle Lanes,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,0.40,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region (Pedestrian And Cycle Counter Api For Dublin Region (DCC); 0.40) | browse-source:map-source:dcc-pedestrian-and-cycle-counter-api-for-dublin-region (Pedestrian And Cycle Counter Api For Dublin Region (DCC) source files; 0.40) | browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region (Pedestrian And Cycle Counter Api For Dublin Region (DCC); 0.40),database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-source:map-source:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region,habitat-protected-sites,habitat-protected-sites,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,.../cycle-lanes5,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
809,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; date/version metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; scale/generalisation/edition metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Development Plan DCC 2022-2028,GEOJSON|WMS|ZIP,0.73,database-map:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC); 0.73) | browse-source:map-source:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC) source files; 0.73) | browse-map:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC); 0.73),database-map:dcc-development-plan-dcc-2022-2028; browse-source:map-source:dcc-development-plan-dcc-2022-2028; browse-map:dcc-development-plan-dcc-2022-2028,habitat-protected-sites;planning-property,habitat-protected-sites;planning-property,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,.../development-plan-dcc-2022-2028,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
810,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; date/version metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Display Energy Certs DCC,CSV|GEOJSON,0.50,database-map:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC); 0.50) | browse-source:map-source:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC) source files; 0.50) | browse-map:dcc-development-plan-dcc-2022-2028 (Development Plan 2022 2028 (DCC); 0.50),database-map:dcc-development-plan-dcc-2022-2028; browse-source:map-source:dcc-development-plan-dcc-2022-2028; browse-map:dcc-development-plan-dcc-2022-2028,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../display-energy-certs-2022-dcc,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
811,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Dublin Canvas Public Art,CSV|GEOJSON|PDF,0.71,database-map:dcc-dublin-canvas-public-art (Dublin Canvas Public Art (DCC); 0.71) | browse-source:map-source:dcc-dublin-canvas-public-art (Dublin Canvas Public Art (DCC) source files; 0.71) | browse-map:dcc-dublin-canvas-public-art (Dublin Canvas Public Art (DCC); 0.71),database-map:dcc-dublin-canvas-public-art; browse-source:map-source:dcc-dublin-canvas-public-art; browse-map:dcc-dublin-canvas-public-art,habitat-protected-sites;source-documents-books,habitat-protected-sites;source-documents-books,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../dublin-canvas-public-art,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
812,high-confidence enrichment candidate,enrich matched source/map after target check; treat geometry as variant only if materially different,Target check recommended before applying.,alternate-format metadata; date/version metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Dublin Metropolitan Area Existing Protected Cycle Infrastructure 2025,CSV|GEOJSON|KML|PDF|WMS,0.77,database-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025 (Dublin Metropolitan Area Existing Protected Cycle Infrastructure 2025 (DCC); 0.77) | browse-source:map-source:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025 (Dublin Metropolitan Area Existing Protected Cycle Infrastructure 2025 (DCC) source files; 0.77) | browse-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025 (Dublin Metropolitan Area Existing Protected Cycle Infrastructure 2025 (DCC); 0.77),database-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025; browse-source:map-source:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025; browse-map:dcc-dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025,habitat-protected-sites;source-documents-books,habitat-protected-sites;source-documents-books,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../dublin-metropolitan-area-existing-protected-cycle-infrastructure-2025,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
813,high-confidence enrichment candidate,enrich matched source/map after target check; treat geometry as variant only if materially different,Target check recommended before applying.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Dublin Public Cycle Parking Facilities,CSV|GEOJSON|KML,0.75,database-map:dcc-dublin-public-cycle-parking-facilities (Dublin Public Cycle Parking Facilities (DCC); 0.75) | browse-source:map-source:dcc-dublin-public-cycle-parking-facilities (Dublin Public Cycle Parking Facilities (DCC) source files; 0.75) | browse-map:dcc-dublin-public-cycle-parking-facilities (Dublin Public Cycle Parking Facilities (DCC); 0.75),database-map:dcc-dublin-public-cycle-parking-facilities; browse-source:map-source:dcc-dublin-public-cycle-parking-facilities; browse-map:dcc-dublin-public-cycle-parking-facilities,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../dublin-public-cycle-parking-facilities,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
814,safe metadata enrichment candidate,enrich existing record only; do not create a new parent record,No user decision needed for provenance/download metadata if target ID is confirmed; review before geometry/schema claims.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Dublinbikes API DCC,API|CSV|GEOJSON|OPENAPI-JSON,1.67,database-map:dcc-dublinbikes-api (Dublinbikes Api (DCC); 1.67) | browse-map:dcc-dublinbikes-api (Dublinbikes Api (DCC); 1.67) | browse-source:map-source:dcc-dublinbikes-api (Dublinbikes Api (DCC) source files; 0.67),database-map:dcc-dublinbikes-api; browse-map:dcc-dublinbikes-api; browse-source:map-source:dcc-dublinbikes-api,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../dublinbikes-api,Do not publish as new; enrich existing record only if source/provenance is missing.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",already represented or very strong exact match
815,safe metadata enrichment candidate,enrich existing record only; do not create a new parent record,No user decision needed for provenance/download metadata if target ID is confirmed; review before geometry/schema claims.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Eligible Entities for WiFi DCC,CSV|GEOJSON|WMS,1.70,database-map:dcc-eligible-entities-for-wifi (Eligible Entities For Wifi (DCC); 1.70) | browse-map:dcc-eligible-entities-for-wifi (Eligible Entities For Wifi (DCC); 1.70) | browse-source:map-source:dcc-eligible-entities-for-wifi (Eligible Entities For Wifi (DCC) source files; 0.70),database-map:dcc-eligible-entities-for-wifi; browse-map:dcc-eligible-entities-for-wifi; browse-source:map-source:dcc-eligible-entities-for-wifi,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../eligible-entities-for-wifi-dcc,Do not publish as new; enrich existing record only if source/provenance is missing.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",already represented or very strong exact match
816,safe metadata enrichment candidate,enrich existing record only; do not create a new parent record,No user decision needed for provenance/download metadata if target ID is confirmed; review before geometry/schema claims.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Enterprise Centres DCC,CSV|GEOJSON,1.75,database-map:dcc-enterprise-centres (Enterprise Centres (DCC); 1.75) | browse-map:dcc-enterprise-centres (Enterprise Centres (DCC); 1.75) | browse-source:map-source:dcc-enterprise-centres (Enterprise Centres (DCC) source files; 0.75),database-map:dcc-enterprise-centres; browse-map:dcc-enterprise-centres; browse-source:map-source:dcc-enterprise-centres,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../enterprise-centres-dcc,Do not publish as new; enrich existing record only if source/provenance is missing.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",already represented or very strong exact match
817,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,"6. Environment, water, geology, protected sites, habitat and marine datasets",data.gov.ie,spatial,European Eel Fyke Net,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,0.36,database-map:counties-ireland (Counties of Ireland; 0.36) | browse-source:map-source:counties-ireland (Counties of Ireland source files; 0.36) | browse-map:counties-ireland (Counties of Ireland; 0.36),database-map:counties-ireland; browse-source:map-source:counties-ireland; browse-map:counties-ireland,habitat-protected-sites,habitat-protected-sites,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,.../european-eel-fyke-net,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
818,safe metadata enrichment candidate,enrich existing record only; do not create a new parent record,No user decision needed for provenance/download metadata if target ID is confirmed; review before geometry/schema claims.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Fire Stations DCC,CSV|GEOJSON,1.75,database-map:dcc-fire-stations (Fire Stations (DCC); 1.75) | browse-map:dcc-fire-stations (Fire Stations (DCC); 1.75) | database-map:dcc-dublin-fire-brigade-stations-dublin-region (Dublin Fire Brigade Stations Dublin Region (DCC); 0.75),database-map:dcc-fire-stations; browse-map:dcc-fire-stations; database-map:dcc-dublin-fire-brigade-stations-dublin-region,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../fire-stations-dcc,Do not publish as new; enrich existing record only if source/provenance is missing.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",already represented or very strong exact match
819,high-confidence enrichment candidate,enrich matched source/map after target check; treat geometry as variant only if materially different,Target check recommended before applying.,date/version metadata; download/source-file metadata; geospatial source-format metadata; scale/generalisation/edition metadata; source/provenance metadata,"6. Environment, water, geology, protected sites, habitat and marine datasets",data.gov.ie,spatial,Flood Studies Update (FSU) Stations (gauged) 2025,SHP,0.75,database-map:opw-fsu-catchments-gauged (FSU Catchment Boundaries ? Gauged 2025; 0.75) | browse-source:map-source:opw-fsu-catchments-gauged (FSU Catchment Boundaries ? Gauged 2025 source files; 0.75) | browse-map:opw-fsu-catchments-gauged (FSU Catchment Boundaries ? Gauged 2025; 0.75),database-map:opw-fsu-catchments-gauged; browse-source:map-source:opw-fsu-catchments-gauged; browse-map:opw-fsu-catchments-gauged,rivers-water-flood;habitat-protected-sites,rivers-water-flood;habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../flood-studies-update-fsu-stations-gauged,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
820,safe metadata enrichment candidate,enrich existing record only; do not create a new parent record,No user decision needed for provenance/download metadata if target ID is confirmed; review before geometry/schema claims.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,"Galleries, Exhibition Spaces, Open Studios DCC",CSV|GEOJSON|WMS,1.73,database-map:dcc-galleries-exhibition-spaces-open-studios (Galleries Exhibition Spaces Open Studios (DCC); 1.73) | browse-map:dcc-galleries-exhibition-spaces-open-studios (Galleries Exhibition Spaces Open Studios (DCC); 1.73) | browse-source:map-source:dcc-galleries-exhibition-spaces-open-studios (Galleries Exhibition Spaces Open Studios (DCC) source files; 0.73),database-map:dcc-galleries-exhibition-spaces-open-studios; browse-map:dcc-galleries-exhibition-spaces-open-studios; browse-source:map-source:dcc-galleries-exhibition-spaces-open-studios,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../galleries-exhibition-spaces-open-studios-dcc,Do not publish as new; enrich existing record only if source/provenance is missing.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",already represented or very strong exact match
821,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Galway City Community Centre Locations,ARCGIS GEOSERVICES REST API|CSV|GEOJSON|HTML|KML|ZIP,0.36,database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region (Pedestrian And Cycle Counter Api For Dublin Region (DCC); 0.36) | browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region (Pedestrian And Cycle Counter Api For Dublin Region (DCC); 0.36) | database-map:dcc-traffic-signals-and-scats-sites-locations (Traffic Signals And Scats Sites Locations (DCC); 0.27),database-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; browse-map:dcc-pedestrian-and-cycle-counter-api-for-dublin-region; database-map:dcc-traffic-signals-and-scats-sites-locations,habitat-protected-sites,habitat-protected-sites,IA download/viewport first; R2/CDN only for approved derived tiles/previews.,.../galway-city-community-centre-locations2,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
822,safe metadata enrichment candidate,enrich existing record only; do not create a new parent record,No user decision needed for provenance/download metadata if target ID is confirmed; review before geometry/schema claims.,alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Garda Station DCC,CSV|GEOJSON,1.75,database-map:dcc-garda-station (Garda Station (DCC); 1.75) | browse-map:dcc-garda-station (Garda Station (DCC); 1.75) | browse-source:map-source:dcc-garda-station (Garda Station (DCC) source files; 0.75),database-map:dcc-garda-station; browse-map:dcc-garda-station; browse-source:map-source:dcc-garda-station,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../garda-station-dcc,Do not publish as new; enrich existing record only if source/provenance is missing.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.",already represented or very strong exact match
823,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geometry lineage and boundary-version metadata; geospatial source-format metadata; raw-source viewport candidate metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,5. Local authority planning/property/open-data layers,data.gov.ie,spatial,Gas Consumption DCC,CSV|GEOJSON|XLS,0.50,database-map:dcc-wifi4eu-access-points (Wifi4eu Access Points (DCC); 0.50) | database-map:dcc-universities-and-colleges (Universities And Colleges (DCC); 0.50) | database-map:dcc-traffic-signals-and-scats-sites-locations (Traffic Signals And Scats Sites Locations (DCC); 0.50),database-map:dcc-wifi4eu-access-points; database-map:dcc-universities-and-colleges; database-map:dcc-traffic-signals-and-scats-sites-locations,habitat-protected-sites,habitat-protected-sites,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../gas-consumption,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
824,variant/source enrichment review,compare provider/date/scale/schema with existing family before adding metadata,"Review required; likely source metadata or child/variant relationship, not a duplicate parent.",alternate-format metadata; download/source-file metadata; geospatial source-format metadata; scale/generalisation/edition metadata; schema/table/attribute metadata; source/provenance metadata,"6. Environment, water, geology, protected sites, habitat and marine datasets",data.gov.ie,spatial,Geotechnical Boreholes Ireland (ROI) ITM,ESRI REST|HTML|JSON|SHP|WMS,0.36,"database-map:gsi-bedrock-boreholes-50k (Bedrock Boreholes 1:50,000 (ROI); 0.36) | database-map:gsni-mineral-resources (Mineral Resources (Northern Ireland); 0.36) | database-map:gsni-superficial-geology-polygons-250k (Superficial Geology 1:250,000; 0.36)",database-map:gsi-bedrock-boreholes-50k; database-map:gsni-mineral-resources; database-map:gsni-superficial-geology-polygons-250k,habitat-protected-sites;geology-minerals-tellus,habitat-protected-sites;geology-minerals-tellus,Interactive map if dedupe passes and size/geometry is suitable; otherwise source/download record.,.../geotechnical-boreholes-ireland-roi-itm,Compare provider/date/scale/generalisation/schema; publish only as variant/child/source if materially different.,"Use provider extent, geometry type, year, and existing Civgraph family as matching keys before creating new records.","family already present; review as exact-or-variant, not automatically new"
